Order_id,Order_Date,Customer_id,channel_name,Currency _Code,Warehouse_Code,Region_id ,Product_id,Order_ Quantity,Unit _Price,Line_total,Total_Unit_Cost
SO - 0006198,2016-05-25,143,Wholesale,USD,NXH382,58,11,8,1701.8,13614.4,1021.08
SO - 0006199,2016-05-25,98,Distributor,USD,FLR025,66,25,11,187.6,2063.6,142.58
SO - 0006200,2016-05-25,127,Distributor,USD,NXH382,50,16,6,5453.8,32722.8,2890.51
SO - 0006201,2016-05-25,83,Distributor,USD,NXH382,55,5,5,1051.9,5259.5,452.32
SO - 0006202,2016-05-25,29,Distributor,USD,AXW291,31,2,6,174.2,1045.2,69.68
SO - 0006203,2016-05-25,37,Distributor,USD,AXW291,11,27,10,1681.7,16817,1294.91
SO - 0006204,2016-05-26,157,Wholesale,USD,NXH382,49,5,10,1058.6,10586,582.23
SO - 0006205,2016-05-26,144,Export,USD,GUT930,46,11,6,3845.8,23074.8,2961.27
SO - 0006206,2016-05-26,142,Distributor,USD,GUT930,45,26,6,3343.3,20059.8,1972.55
SO - 0006207,2016-05-26,86,Distributor,USD,AXW291,25,14,6,1695.1,10170.6,1373.03
SO - 0006208,2016-05-26,118,Wholesale,USD,NXH382,52,7,6,1152.4,6914.4,576.2
SO - 0006209,2016-05-26,154,Export,USD,NXH382,47,22,6,3457.2,20743.2,2938.62
SO - 0006210,2016-05-26,122,Wholesale,USD,AXW291,29,6,9,1058.6,9527.4,762.19
SO - 0006211,2016-05-27,150,Distributor,USD,FLR025,62,3,8,1105.5,8844,895.46
SO - 0006212,2016-05-27,132,Wholesale,USD,NXH382,57,13,7,1011.7,7081.9,839.71
SO - 0006213,2016-05-27,67,Distributor,USD,GUT930,36,12,10,5266.2,52662,4160.3
SO - 0006214,2016-05-27,40,Wholesale,USD,AXW291,5,25,9,1065.3,9587.7,490.04
SO - 0006215,2016-05-27,73,Distributor,USD,FLR025,61,4,10,3329.9,33299,2497.43
SO - 0006216,2016-05-27,149,Wholesale,USD,GUT930,32,26,9,1835.8,16522.2,917.9
SO - 0006217,2016-05-27,174,Export,USD,AXW291,11,26,8,3430.4,27443.2,2401.28
SO - 0006218,2016-05-28,167,Distributor,USD,FLR025,62,6,7,1078.7,7550.9,474.63
SO - 0006219,2016-05-28,148,Wholesale,USD,AXW291,22,4,5,3544.3,17721.5,1524.05
SO - 0006220,2016-05-28,4,Wholesale,USD,GUT930,34,11,11,944.7,10391.7,765.21
SO - 0006221,2016-05-28,61,Wholesale,USD,GUT930,40,19,12,2398.6,28783.2,1127.34
SO - 0006222,2016-05-28,90,Export,USD,AXW291,21,29,12,3912.8,46953.6,1995.53
SO - 0006223,2016-05-28,88,Wholesale,USD,AXW291,24,2,10,2391.9,23919,1793.93
SO - 0006224,2016-05-28,44,Wholesale,USD,AXW291,9,25,6,891.1,5346.6,605.95
SO - 0006225,2016-05-28,56,Distributor,USD,NXH382,55,1,9,2432.1,21888.9,1775.43
SO - 0006226,2016-05-28,154,Wholesale,USD,GUT930,38,15,9,1125.6,10130.4,810.43
SO - 0006227,2016-05-28,146,Wholesale,USD,AXW291,1,18,11,1159.1,12750.1,602.73
SO - 0006228,2016-05-28,47,Wholesale,USD,AXW291,10,30,8,5406.9,43255.2,4217.38
SO - 0006229,2016-05-29,91,Wholesale,USD,AXW291,2,26,9,2278,20502,1161.78
SO - 0006230,2016-05-29,132,Wholesale,USD,GUT930,33,25,11,2425.4,26679.4,1770.54
SO - 0006231,2016-05-29,174,Distributor,USD,FLR025,62,5,12,864.3,10371.6,561.8
SO - 0006232,2016-05-29,111,Distributor,USD,GUT930,32,3,6,3912.8,23476.8,1604.25
SO - 0006233,2016-05-29,15,Distributor,USD,FLR025,65,13,8,1011.7,8093.6,728.42
SO - 0006234,2016-05-29,57,Wholesale,USD,AXW291,2,3,6,1983.2,11899.2,1269.25
SO - 0006235,2016-05-29,136,Wholesale,USD,AXW291,30,13,12,3879.3,46551.6,3103.44
SO - 0006236,2016-05-29,13,Wholesale,USD,FLR025,62,12,6,6385.1,38310.6,2745.59
SO - 0006237,2016-05-29,116,Wholesale,USD,NXH382,56,25,8,2646.5,21172,1905.48
SO - 0006238,2016-05-30,31,Wholesale,USD,AXW291,2,26,9,2338.3,21044.7,1286.07
SO - 0006239,2016-05-30,126,Wholesale,USD,FLR025,62,8,12,2391.9,28702.8,1411.22
SO - 0006240,2016-05-30,5,Export,USD,AXW291,15,7,11,2278,25058,956.76
SO - 0006241,2016-05-30,124,Wholesale,USD,AXW291,2,3,10,1065.3,10653,628.53
SO - 0006242,2016-05-30,91,Wholesale,USD,GUT930,37,25,9,3912.8,35215.2,2738.96
SO - 0006243,2016-05-30,87,Wholesale,USD,AXW291,24,1,6,2010,12060,1065.3
SO - 0006244,2016-05-30,93,Wholesale,USD,AXW291,15,26,12,3832.4,45988.8,1647.93
SO - 0006245,2016-05-30,172,Wholesale,USD,AXW291,31,13,9,998.3,8984.7,718.78
SO - 0006246,2016-05-30,112,Wholesale,USD,AXW291,10,14,11,1246.2,13708.2,510.94
SO - 0006247,2016-05-30,101,Distributor,USD,AXW291,9,3,7,1675,11725,1323.25
SO - 0006248,2016-05-31,40,Wholesale,USD,GUT930,34,13,11,1728.6,19014.6,1175.45
SO - 0006249,2016-05-31,56,Distributor,USD,AXW291,2,10,7,1728.6,12100.2,1071.73
SO - 0006250,2016-05-31,103,Wholesale,USD,GUT930,34,30,5,1882.7,9413.5,1299.06
SO - 0006251,2016-05-31,18,Wholesale,USD,AXW291,13,18,6,984.9,5909.4,512.15
SO - 0006252,2016-05-31,132,Wholesale,USD,AXW291,6,30,9,1326.6,11939.4,1061.28
SO - 0006253,2016-05-31,112,Wholesale,USD,AXW291,14,19,9,3999.9,35999.1,2439.94
SO - 0006254,2016-05-31,27,Wholesale,USD,AXW291,27,28,12,1802.3,21627.6,1189.52
SO - 0006255,2016-05-31,8,Distributor,USD,AXW291,22,2,8,1172.5,9380,527.63
SO - 0006256,2016-05-31,50,Distributor,USD,AXW291,30,27,8,3973.1,31784.8,2622.25
SO - 0006257,2016-05-31,42,Distributor,USD,AXW291,11,4,7,1112.2,7785.4,900.88
SO - 0006258,2016-05-31,8,Distributor,USD,NXH382,53,18,11,3946.3,43409.3,1657.45
SO - 0006259,2016-06-01,99,Distributor,USD,NXH382,48,29,5,1058.6,5293,709.26
SO - 0006260,2016-06-01,65,Wholesale,USD,NXH382,52,25,12,261.3,3135.6,193.36
SO - 0006261,2016-06-01,46,Wholesale,USD,NXH382,52,4,6,1051.9,6311.4,820.48
SO - 0006262,2016-06-01,63,Distributor,USD,AXW291,15,12,10,850.9,8509,340.36
SO - 0006263,2016-06-01,121,Wholesale,USD,NXH382,56,15,10,2405.3,24053,1635.6
SO - 0006264,2016-06-01,4,Export,USD,GUT930,39,3,9,2425.4,21828.6,1115.68
SO - 0006265,2016-06-01,89,Wholesale,USD,AXW291,18,15,10,1105.5,11055,674.36
SO - 0006266,2016-06-01,51,Wholesale,USD,AXW291,29,14,9,857.6,7718.4,728.96
SO - 0006267,2016-06-01,30,Wholesale,USD,AXW291,30,8,6,3705.1,22230.6,2260.11
SO - 0006268,2016-06-01,5,Export,USD,AXW291,19,5,8,1025.1,8200.8,656.06
SO - 0006269,2016-06-01,73,Distributor,USD,NXH382,51,13,9,971.5,8743.5,709.2
SO - 0006270,2016-06-01,10,Wholesale,USD,AXW291,20,25,7,1031.8,7222.6,474.63
SO - 0006271,2016-06-01,113,Distributor,USD,FLR025,66,15,9,1018.4,9165.6,621.22
SO - 0006272,2016-06-01,93,Wholesale,USD,AXW291,28,12,6,2659.9,15959.4,1649.14
SO - 0006273,2016-06-01,62,Distributor,USD,AXW291,22,16,9,3356.7,30210.3,1779.05
SO - 0006274,2016-06-02,22,Wholesale,USD,FLR025,64,17,5,241.2,1206,159.19
SO - 0006275,2016-06-02,4,Wholesale,USD,AXW291,10,15,9,3805.6,34250.4,1598.35
SO - 0006276,2016-06-02,153,Wholesale,USD,NXH382,51,25,10,2525.9,25259,1288.21
SO - 0006277,2016-06-02,22,Distributor,USD,AXW291,10,3,7,1118.9,7832.3,749.66
SO - 0006278,2016-06-02,117,Wholesale,USD,AXW291,14,4,10,1715.2,17152,1457.92
SO - 0006279,2016-06-02,22,Distributor,USD,GUT930,42,4,7,3845.8,26920.6,1538.32
SO - 0006280,2016-06-02,116,Distributor,USD,FLR025,62,26,5,1755.4,8777,754.82
SO - 0006281,2016-06-02,126,Wholesale,USD,FLR025,64,1,5,1788.9,8944.5,983.9
SO - 0006282,2016-06-02,41,Wholesale,USD,AXW291,5,5,9,3959.7,35637.3,2336.22
SO - 0006283,2016-06-02,101,Wholesale,USD,AXW291,23,28,6,1688.4,10130.4,1435.14
SO - 0006284,2016-06-02,17,Wholesale,USD,AXW291,7,5,5,984.9,4924.5,630.34
SO - 0006285,2016-06-02,64,Export,USD,NXH382,53,8,6,3953,23718,1620.73
SO - 0006286,2016-06-02,132,Wholesale,USD,NXH382,54,12,5,5286.3,26431.5,3013.19
SO - 0006287,2016-06-02,163,Wholesale,USD,GUT930,42,2,7,884.4,6190.8,459.89
SO - 0006288,2016-06-03,95,Distributor,USD,AXW291,2,6,9,1038.5,9346.5,571.18
SO - 0006289,2016-06-03,131,Wholesale,USD,FLR025,61,1,10,5138.9,51389,4162.51
SO - 0006290,2016-06-03,122,Distributor,USD,FLR025,64,20,7,804,5628,385.92
SO - 0006291,2016-06-03,16,Distributor,USD,NXH382,58,25,10,167.5,1675,130.65
SO - 0006292,2016-06-03,66,Wholesale,USD,AXW291,24,13,12,2311.5,27738,1109.52
SO - 0006293,2016-06-03,99,Wholesale,USD,FLR025,66,4,6,3845.8,23074.8,1769.07
SO - 0006294,2016-06-04,94,Wholesale,USD,NXH382,54,26,6,1943,11658,1165.8
SO - 0006295,2016-06-04,161,Export,USD,AXW291,24,2,10,1125.6,11256,709.13
SO - 0006296,2016-06-04,8,Wholesale,USD,AXW291,6,19,12,3912.8,46953.6,1643.38
SO - 0006297,2016-06-04,48,Wholesale,USD,GUT930,39,5,10,3859.2,38592,1698.05
SO - 0006298,2016-06-04,83,Wholesale,USD,FLR025,64,13,5,3993.2,19966,1597.28
SO - 0006299,2016-06-04,29,Distributor,USD,AXW291,20,15,6,3705.1,22230.6,2482.42
SO - 0006300,2016-06-04,73,Wholesale,USD,AXW291,22,14,7,1085.4,7597.8,738.07
SO - 0006301,2016-06-04,20,Distributor,USD,NXH382,58,2,12,1949.7,23396.4,896.86
SO - 0006302,2016-06-04,63,Export,USD,AXW291,18,18,10,3953,39530,3360.05
SO - 0006303,2016-06-05,97,Distributor,USD,AXW291,14,14,9,1072,9648,728.96
SO - 0006304,2016-06-05,58,Wholesale,USD,AXW291,27,20,8,2492.4,19939.2,2043.77
SO - 0006305,2016-06-05,62,Wholesale,USD,GUT930,35,15,8,2934.6,23476.8,1643.38
SO - 0006306,2016-06-05,162,Wholesale,USD,FLR025,64,1,11,207.7,2284.7,89.31
SO - 0006307,2016-06-05,41,Distributor,USD,AXW291,30,12,11,5902.7,64929.7,3069.4
SO - 0006308,2016-06-05,78,Wholesale,USD,AXW291,1,28,8,214.4,1715.2,124.35
SO - 0006309,2016-06-05,147,Distributor,USD,FLR025,65,18,7,958.1,6706.7,747.32
SO - 0006310,2016-06-05,38,Wholesale,USD,AXW291,3,25,7,2546,17822,1196.62
SO - 0006311,2016-06-05,63,Distributor,USD,AXW291,6,16,7,2780.5,19463.5,2057.57
SO - 0006312,2016-06-05,55,Distributor,USD,NXH382,51,16,12,2010,24120,824.1
SO - 0006313,2016-06-06,129,Export,USD,NXH382,59,16,8,1822.4,14579.2,1530.82
SO - 0006314,2016-06-06,53,Distributor,USD,FLR025,60,6,9,2010,18090,884.4
SO - 0006315,2016-06-06,7,Export,USD,FLR025,62,30,5,3973.1,19865.5,2066.01
SO - 0006316,2016-06-06,123,Wholesale,USD,AXW291,4,17,6,1319.9,7919.4,989.93
SO - 0006317,2016-06-06,95,Export,USD,NXH382,51,16,6,2378.5,14271,1070.33
SO - 0006318,2016-06-06,41,Wholesale,USD,AXW291,20,1,7,737,5159,574.86
SO - 0006319,2016-06-06,77,Distributor,USD,FLR025,61,14,11,2586.2,28448.2,1965.51
SO - 0006320,2016-06-06,31,Distributor,USD,FLR025,61,26,12,3999.9,47998.8,2159.95
SO - 0006321,2016-06-06,65,Distributor,USD,AXW291,1,5,9,3939.6,35456.4,2481.95
SO - 0006322,2016-06-06,43,Export,USD,AXW291,24,2,11,3725.2,40977.2,2756.65
SO - 0006323,2016-06-06,31,Wholesale,USD,GUT930,42,26,8,2525.9,20207.2,1010.36
SO - 0006324,2016-06-07,163,Export,USD,AXW291,26,14,8,1809,14472,741.69
SO - 0006325,2016-06-07,80,Export,USD,AXW291,4,28,5,1963.1,9815.5,1138.6
SO - 0006326,2016-06-07,33,Wholesale,USD,AXW291,5,13,10,2800.6,28006,1316.28
SO - 0006327,2016-06-07,171,Wholesale,USD,AXW291,10,3,6,4013.3,24079.8,2929.71
SO - 0006328,2016-06-07,151,Wholesale,USD,AXW291,2,27,8,247.9,1983.2,114.03
SO - 0006329,2016-06-07,161,Wholesale,USD,NXH382,57,27,5,2713.5,13567.5,1600.97
SO - 0006330,2016-06-07,48,Wholesale,USD,FLR025,61,13,8,3162.4,25299.2,1612.82
SO - 0006331,2016-06-08,96,Wholesale,USD,AXW291,11,25,5,1078.7,5393.5,571.71
SO - 0006332,2016-06-08,158,Distributor,USD,GUT930,40,20,11,2391.9,26310.9,1172.03
SO - 0006333,2016-06-08,137,Distributor,USD,GUT930,38,26,11,207.7,2284.7,103.85
SO - 0006334,2016-06-08,174,Wholesale,USD,NXH382,48,5,12,1125.6,13507.2,472.75
SO - 0006335,2016-06-08,128,Wholesale,USD,AXW291,15,8,8,1929.6,15436.8,1080.58
SO - 0006336,2016-06-08,103,Wholesale,USD,AXW291,14,13,7,2934.6,20542.2,2230.3
SO - 0006337,2016-06-08,42,Wholesale,USD,GUT930,34,15,5,268,1340,160.8
SO - 0006338,2016-06-08,57,Wholesale,USD,NXH382,54,14,7,3979.8,27858.6,3144.04
SO - 0006339,2016-06-08,156,Distributor,USD,AXW291,29,12,10,2881,28810,2362.42
SO - 0006340,2016-06-08,158,Distributor,USD,AXW291,31,26,6,254.6,1527.6,150.21
SO - 0006341,2016-06-09,29,Export,USD,AXW291,26,26,10,3926.2,39262,2826.86
SO - 0006342,2016-06-09,35,Wholesale,USD,AXW291,28,13,11,2626.4,28890.4,1891.01
SO - 0006343,2016-06-09,97,Distributor,USD,AXW291,9,18,10,1869.3,18693,1271.12
SO - 0006344,2016-06-09,58,Distributor,USD,AXW291,5,15,11,2519.2,27711.2,1990.17
SO - 0006345,2016-06-09,156,Export,USD,NXH382,48,13,6,1072,6432,503.84
SO - 0006346,2016-06-09,34,Export,USD,AXW291,20,15,10,1185.9,11859,640.39
SO - 0006347,2016-06-10,49,Export,USD,AXW291,7,15,11,1125.6,12381.6,529.03
SO - 0006348,2016-06-10,40,Wholesale,USD,GUT930,34,26,11,3979.8,43777.8,2427.68
SO - 0006349,2016-06-10,37,Wholesale,USD,GUT930,36,15,10,804,8040,329.64
SO - 0006350,2016-06-10,87,Wholesale,USD,GUT930,44,28,12,958.1,11497.2,411.98
SO - 0006351,2016-06-10,149,Distributor,USD,NXH382,56,13,9,2680,24120,1259.6
SO - 0006352,2016-06-11,60,Wholesale,USD,AXW291,10,27,5,1976.5,9882.5,1600.97
SO - 0006353,2016-06-11,113,Wholesale,USD,AXW291,25,5,8,1038.5,8308,654.26
SO - 0006354,2016-06-11,16,Wholesale,USD,AXW291,16,4,5,2559.4,12797,1484.45
SO - 0006355,2016-06-11,107,Wholesale,USD,AXW291,9,29,9,1118.9,10070.1,525.88
SO - 0006356,2016-06-11,121,Distributor,USD,AXW291,28,21,7,2539.3,17775.1,1244.26
SO - 0006357,2016-06-11,170,Wholesale,USD,AXW291,27,16,5,1125.6,5628,934.25
SO - 0006358,2016-06-11,40,Wholesale,USD,NXH382,52,21,6,1996.6,11979.6,1098.13
SO - 0006359,2016-06-11,22,Wholesale,USD,NXH382,57,30,5,1956.4,9782,1545.56
SO - 0006360,2016-06-12,109,Export,USD,AXW291,28,3,10,3323.2,33232,2592.1
SO - 0006361,2016-06-12,170,Wholesale,USD,FLR025,65,8,11,1005,11055,482.4
SO - 0006362,2016-06-12,19,Distributor,USD,GUT930,38,25,6,5386.8,32320.8,3070.48
SO - 0006363,2016-06-12,17,Wholesale,USD,AXW291,12,26,12,5480.6,65767.2,3672
SO - 0006364,2016-06-12,23,Wholesale,USD,GUT930,41,18,11,5185.8,57043.8,2644.76
SO - 0006365,2016-06-12,80,Distributor,USD,AXW291,17,28,9,1005,9045,532.65
SO - 0006366,2016-06-12,151,Wholesale,USD,AXW291,29,14,5,1715.2,8576,1080.58
SO - 0006367,2016-06-12,80,Wholesale,USD,NXH382,48,13,11,783.9,8622.9,399.79
SO - 0006368,2016-06-12,80,Distributor,USD,NXH382,57,18,5,214.4,1072,132.93
SO - 0006369,2016-06-12,94,Distributor,USD,AXW291,14,4,7,1058.6,7410.2,561.06
SO - 0006370,2016-06-12,127,Distributor,USD,NXH382,53,13,7,1695.1,11865.7,1101.82
SO - 0006371,2016-06-13,139,Wholesale,USD,AXW291,16,7,8,2385.2,19081.6,1025.64
SO - 0006372,2016-06-13,156,Wholesale,USD,GUT930,46,12,10,1279.7,12797,652.65
SO - 0006373,2016-06-13,23,Wholesale,USD,NXH382,51,2,10,3028.4,30284,1877.61
SO - 0006374,2016-06-13,90,Wholesale,USD,AXW291,9,20,8,1125.6,9004.8,855.46
SO - 0006375,2016-06-13,173,Export,USD,AXW291,29,17,12,904.5,10854,407.03
SO - 0006376,2016-06-13,154,Wholesale,USD,NXH382,56,26,12,2425.4,29104.8,970.16
SO - 0006377,2016-06-14,126,Wholesale,USD,AXW291,24,3,5,5601.2,28006,4032.86
SO - 0006378,2016-06-14,55,Wholesale,USD,GUT930,35,15,9,1768.8,15919.2,1308.91
SO - 0006379,2016-06-14,15,Wholesale,USD,AXW291,2,5,8,1038.5,8308,726.95
SO - 0006380,2016-06-14,57,Wholesale,USD,FLR025,64,19,11,904.5,9949.5,587.93
SO - 0006381,2016-06-14,70,Wholesale,USD,GUT930,34,4,7,3102.1,21714.7,1271.86
SO - 0006382,2016-06-14,78,Wholesale,USD,GUT930,44,1,5,2398.6,11993,1223.29
SO - 0006383,2016-06-14,79,Wholesale,USD,AXW291,4,5,12,2659.9,31918.8,2207.72
SO - 0006384,2016-06-15,35,Distributor,USD,NXH382,48,20,7,1266.3,8864.1,810.43
SO - 0006385,2016-06-15,18,Distributor,USD,NXH382,58,18,8,3879.3,31034.4,2715.51
SO - 0006386,2016-06-15,113,Wholesale,USD,FLR025,60,14,9,1742,15678,1323.92
SO - 0006387,2016-06-15,30,Wholesale,USD,GUT930,35,26,12,3242.8,38913.6,1751.11
SO - 0006388,2016-06-15,56,Distributor,USD,FLR025,64,23,8,1051.9,8415.2,715.29
SO - 0006389,2016-06-15,25,Wholesale,USD,AXW291,28,30,7,1139,7973,455.6
SO - 0006390,2016-06-16,96,Distributor,USD,GUT930,46,23,11,5159,56749,2321.55
SO - 0006391,2016-06-16,116,Distributor,USD,AXW291,11,26,9,3691.7,33225.3,2104.27
SO - 0006392,2016-06-16,86,Export,USD,AXW291,22,10,12,797.3,9567.6,518.25
SO - 0006393,2016-06-16,168,Wholesale,USD,NXH382,57,24,9,1969.8,17728.2,965.2
SO - 0006394,2016-06-16,65,Export,USD,AXW291,13,4,6,201,1206,82.41
SO - 0006395,2016-06-16,104,Wholesale,USD,GUT930,35,22,10,5453.8,54538,3544.97
SO - 0006396,2016-06-16,134,Wholesale,USD,FLR025,60,26,6,5038.4,30230.4,3375.73
SO - 0006397,2016-06-16,30,Wholesale,USD,AXW291,24,6,6,2324.9,13949.4,1534.43
SO - 0006398,2016-06-16,152,Wholesale,USD,AXW291,13,7,6,3417,20502,2084.37
SO - 0006399,2016-06-17,1,Wholesale,USD,AXW291,22,30,6,1333.3,7999.8,1026.64
SO - 0006400,2016-06-17,16,Wholesale,USD,AXW291,26,17,5,5219.3,26096.5,3027.19
SO - 0006401,2016-06-17,137,Export,USD,GUT930,34,27,12,1078.7,12944.4,776.66
SO - 0006402,2016-06-17,94,Export,USD,AXW291,15,3,8,1849.2,14793.6,1442.38
SO - 0006403,2016-06-17,125,Distributor,USD,AXW291,2,26,5,1333.3,6666.5,986.64
SO - 0006404,2016-06-17,13,Export,USD,AXW291,14,26,12,2010,24120,1467.3
SO - 0006405,2016-06-18,133,Export,USD,GUT930,35,2,11,857.6,9433.6,514.56
SO - 0006406,2016-06-18,13,Wholesale,USD,FLR025,63,19,7,3973.1,27811.7,2622.25
SO - 0006407,2016-06-18,165,Distributor,USD,GUT930,43,25,11,1118.9,12307.9,861.55
SO - 0006408,2016-06-18,18,Export,USD,AXW291,9,27,12,2532.6,30391.2,2000.75
SO - 0006409,2016-06-18,132,Distributor,USD,NXH382,47,5,12,3544.3,42531.6,2020.25
SO - 0006410,2016-06-18,13,Wholesale,USD,NXH382,58,16,11,2586.2,28448.2,1086.2
SO - 0006411,2016-06-18,39,Wholesale,USD,NXH382,56,30,5,3839.1,19195.5,2956.11
SO - 0006412,2016-06-18,116,Wholesale,USD,FLR025,65,17,7,1058.6,7410.2,868.05
SO - 0006413,2016-06-18,25,Wholesale,USD,AXW291,6,16,12,167.5,2010,98.83
SO - 0006414,2016-06-18,173,Wholesale,USD,AXW291,8,2,11,924.6,10170.6,591.74
SO - 0006415,2016-06-19,91,Export,USD,AXW291,16,4,9,4013.3,36119.7,2809.31
SO - 0006416,2016-06-19,158,Export,USD,NXH382,47,4,12,864.3,10371.6,579.08
SO - 0006417,2016-06-19,48,Wholesale,USD,AXW291,30,26,6,2371.8,14230.8,1778.85
SO - 0006418,2016-06-19,55,Wholesale,USD,GUT930,42,6,12,214.4,2572.8,143.65
SO - 0006419,2016-06-19,112,Distributor,USD,AXW291,1,14,10,1058.6,10586,666.92
SO - 0006420,2016-06-19,83,Distributor,USD,GUT930,39,6,11,1065.3,11718.3,511.34
SO - 0006421,2016-06-19,174,Wholesale,USD,GUT930,35,8,7,1105.5,7738.5,906.51
SO - 0006422,2016-06-19,13,Distributor,USD,GUT930,41,13,10,2646.5,26465,1879.02
SO - 0006423,2016-06-19,151,Wholesale,USD,NXH382,47,4,7,2264.6,15852.2,1789.03
SO - 0006424,2016-06-20,108,Distributor,USD,NXH382,50,22,10,1232.8,12328,862.96
SO - 0006425,2016-06-20,74,Wholesale,USD,AXW291,27,26,6,3819,22914,1909.5
SO - 0006426,2016-06-20,84,Wholesale,USD,AXW291,6,25,11,1011.7,11128.7,819.48
SO - 0006427,2016-06-20,143,Export,USD,AXW291,24,26,8,2566.1,20528.8,1206.07
SO - 0006428,2016-06-20,81,Export,USD,AXW291,2,4,12,2934.6,35215.2,1437.95
SO - 0006429,2016-06-20,166,Wholesale,USD,AXW291,17,25,7,1159.1,8113.7,672.28
SO - 0006430,2016-06-20,161,Distributor,USD,NXH382,51,17,10,1112.2,11122,500.49
SO - 0006431,2016-06-21,116,Wholesale,USD,NXH382,48,13,5,1829.1,9145.5,1207.21
SO - 0006432,2016-06-21,114,Distributor,USD,NXH382,55,13,11,1896.1,20857.1,1573.76
SO - 0006433,2016-06-21,89,Wholesale,USD,AXW291,22,13,10,2974.8,29748,1784.88
SO - 0006434,2016-06-21,29,Wholesale,USD,AXW291,22,3,7,5654.8,39583.6,3110.14
SO - 0006435,2016-06-21,75,Distributor,USD,FLR025,64,1,8,944.7,7557.6,803
SO - 0006436,2016-06-21,19,Wholesale,USD,GUT930,36,7,12,1782.2,21386.4,1372.29
SO - 0006437,2016-06-21,16,Wholesale,USD,AXW291,5,26,6,3048.5,18291,2438.8
SO - 0006438,2016-06-21,137,Wholesale,USD,GUT930,45,5,10,924.6,9246,453.05
SO - 0006439,2016-06-22,123,Distributor,USD,AXW291,29,14,10,864.3,8643,432.15
SO - 0006440,2016-06-22,29,Distributor,USD,FLR025,63,25,5,2472.3,12361.5,1928.39
SO - 0006441,2016-06-22,92,Export,USD,GUT930,45,6,8,2666.6,21332.8,2239.94
SO - 0006442,2016-06-22,154,Distributor,USD,GUT930,41,3,6,1078.7,6472.2,862.96
SO - 0006443,2016-06-22,84,Export,USD,NXH382,47,17,10,254.6,2546,175.67
SO - 0006444,2016-06-22,155,Wholesale,USD,AXW291,5,13,12,241.2,2894.4,149.54
SO - 0006445,2016-06-22,82,Wholesale,USD,GUT930,45,23,6,1025.1,6150.6,635.56
SO - 0006446,2016-06-22,6,Distributor,USD,NXH382,51,3,8,2331.6,18652.8,1025.9
SO - 0006447,2016-06-22,59,Distributor,USD,AXW291,1,17,5,2680,13400,2117.2
SO - 0006448,2016-06-22,106,Wholesale,USD,AXW291,8,17,9,6190.8,55717.2,3900.2
SO - 0006449,2016-06-23,120,Wholesale,USD,FLR025,66,18,8,1159.1,9272.8,776.6
SO - 0006450,2016-06-23,88,Wholesale,USD,NXH382,47,1,5,2572.8,12864,1569.41
SO - 0006451,2016-06-23,141,Wholesale,USD,GUT930,46,11,11,6076.9,66845.9,4618.44
SO - 0006452,2016-06-23,141,Wholesale,USD,NXH382,51,26,7,6338.2,44367.4,4817.03
SO - 0006453,2016-06-23,99,Distributor,USD,AXW291,8,15,6,5755.3,34531.8,4776.9
SO - 0006454,2016-06-23,121,Wholesale,USD,AXW291,22,17,6,1105.5,6633,519.59
SO - 0006455,2016-06-23,1,Wholesale,USD,AXW291,10,2,11,837.5,9212.5,644.88
SO - 0006456,2016-06-24,28,Wholesale,USD,NXH382,49,15,7,3611.3,25279.1,2383.46
SO - 0006457,2016-06-24,155,Wholesale,USD,GUT930,34,5,8,3959.7,31677.6,1663.07
SO - 0006458,2016-06-24,145,Wholesale,USD,GUT930,33,2,11,1889.4,20783.4,1265.9
SO - 0006459,2016-06-24,98,Wholesale,USD,NXH382,54,10,6,2003.3,12019.8,1242.05
SO - 0006460,2016-06-24,154,Distributor,USD,GUT930,32,3,11,1058.6,11644.6,889.22
SO - 0006461,2016-06-24,145,Wholesale,USD,AXW291,25,17,12,1118.9,13426.8,447.56
SO - 0006462,2016-06-24,163,Wholesale,USD,FLR025,63,7,9,1829.1,16461.9,1225.5
SO - 0006463,2016-06-24,124,Wholesale,USD,GUT930,37,26,5,1118.9,5594.5,492.32
SO - 0006464,2016-06-24,50,Wholesale,USD,AXW291,14,6,9,1768.8,15919.2,1149.72
SO - 0006465,2016-06-25,42,Export,USD,GUT930,38,1,8,3999.9,31999.2,2159.95
SO - 0006466,2016-06-25,3,Wholesale,USD,AXW291,29,24,10,3953,39530,2885.69
SO - 0006467,2016-06-25,128,Export,USD,AXW291,14,13,11,261.3,2874.3,198.59
SO - 0006468,2016-06-25,113,Wholesale,USD,AXW291,15,2,8,3845.8,30766.4,2269.02
SO - 0006469,2016-06-25,28,Distributor,USD,NXH382,54,23,5,2237.8,11189,939.88
SO - 0006470,2016-06-26,95,Export,USD,AXW291,5,8,9,1051.9,9467.1,820.48
SO - 0006471,2016-06-26,96,Wholesale,USD,AXW291,29,26,5,1159.1,5795.5,915.69
SO - 0006472,2016-06-26,40,Wholesale,USD,AXW291,24,15,11,2907.8,31985.8,1570.21
SO - 0006473,2016-06-26,99,Wholesale,USD,AXW291,11,24,9,964.8,8683.2,482.4
SO - 0006474,2016-06-26,23,Distributor,USD,AXW291,2,15,7,6217.6,43523.2,4974.08
SO - 0006475,2016-06-26,113,Distributor,USD,NXH382,53,23,7,1259.6,8817.2,617.2
SO - 0006476,2016-06-26,114,Export,USD,NXH382,52,18,11,2834.1,31175.1,1303.69
